performance	metric	DataSet	method	perturb	DEG	Ncontrol	Nimputed	Nstimulated	seed
50.87	wasserstein	Replogle_K562essential	scGPT	CSE1L	100	2000	432	432	1
20.2018	wasserstein	Replogle_K562essential	scGPT	CUL2	100	2000	94	94	1
14.7629	wasserstein	Replogle_K562essential	scGPT	CWC25	100	2000	149	149	1
18.5718	wasserstein	Replogle_K562essential	scGPT	CYC1	100	2000	98	98	1
15.1327	wasserstein	Replogle_K562essential	scGPT	DCTN1	100	2000	197	197	1
16.4822	wasserstein	Replogle_K562essential	scGPT	DCTN2	100	2000	126	126	1
37.5593	wasserstein	Replogle_K562essential	scGPT	DDX18	100	2000	137	137	1
14.3948	wasserstein	Replogle_K562essential	scGPT	DHX9	100	2000	92	92	1
50.5115	wasserstein	Replogle_K562essential	scGPT	DHX15	100	2000	359	359	1
24.7459	wasserstein	Replogle_K562essential	scGPT	DHX36	100	2000	269	269	1
26.0253	wasserstein	Replogle_K562essential	scGPT	DHX37	100	2000	217	217	1
50.9003	wasserstein	Replogle_K562essential	scGPT	DMAP1	100	2000	78	78	1
51.9981	wasserstein	Replogle_K562essential	scGPT	DNAJC19	100	2000	398	398	1
19.0639	wasserstein	Replogle_K562essential	scGPT	DPH2	100	2000	164	164	1
13.9816	wasserstein	Replogle_K562essential	scGPT	ECT2	100	2000	55	55	1
49.0207	wasserstein	Replogle_K562essential	scGPT	EIF2B5	100	2000	461	461	1
18.7563	wasserstein	Replogle_K562essential	scGPT	EIF3F	100	2000	67	67	1
21.7155	wasserstein	Replogle_K562essential	scGPT	EIF4G1	100	2000	372	372	1
16.7751	wasserstein	Replogle_K562essential	scGPT	ELOVL1	100	2000	176	176	1
9.0702	wasserstein	Replogle_K562essential	scGPT	EMC4	100	2000	55	55	1
41.0192	wasserstein	Replogle_K562essential	scGPT	ERH	100	2000	86	86	1
12.6035	wasserstein	Replogle_K562essential	scGPT	EXOC2	100	2000	88	88	1
16.0064	wasserstein	Replogle_K562essential	scGPT	EXOC5	100	2000	110	110	1
46.4025	wasserstein	Replogle_K562essential	scGPT	EXOSC2	100	2000	226	226	1
42.0352	wasserstein	Replogle_K562essential	scGPT	EXOSC3	100	2000	53	53	1
23.1407	wasserstein	Replogle_K562essential	scGPT	EXOSC7	100	2000	113	113	1
41.3638	wasserstein	Replogle_K562essential	scGPT	FAM136A	100	2000	50	50	1
12.0288	wasserstein	Replogle_K562essential	scGPT	FDXR	100	2000	140	140	1
55.2973	wasserstein	Replogle_K562essential	scGPT	GAB2	100	2000	674	674	1
15.2768	wasserstein	Replogle_K562essential	scGPT	GAK	100	2000	167	167	1
48.5979	wasserstein	Replogle_K562essential	scGPT	GBF1	100	2000	161	161	1
25.7829	wasserstein	Replogle_K562essential	scGPT	GFER	100	2000	222	222	1
17.8389	wasserstein	Replogle_K562essential	scGPT	GFM1	100	2000	240	240	1
26.9395	wasserstein	Replogle_K562essential	scGPT	GINS4	100	2000	60	60	1
22.9205	wasserstein	Replogle_K562essential	scGPT	GLE1	100	2000	57	57	1
17.9441	wasserstein	Replogle_K562essential	scGPT	GLRX3	100	2000	136	136	1
12.1252	wasserstein	Replogle_K562essential	scGPT	GNB1L	100	2000	76	76	1
11.5397	wasserstein	Replogle_K562essential	scGPT	GNPNAT1	100	2000	112	112	1
22.3305	wasserstein	Replogle_K562essential	scGPT	GOLT1B	100	2000	279	279	1
14.4997	wasserstein	Replogle_K562essential	scGPT	GON4L	100	2000	237	237	1
29.5371	wasserstein	Replogle_K562essential	scGPT	GPS1	100	2000	431	431	1
41.5891	wasserstein	Replogle_K562essential	scGPT	GRPEL1	100	2000	123	123	1
24.8691	wasserstein	Replogle_K562essential	scGPT	GTF2F2	100	2000	59	59	1
17.441	wasserstein	Replogle_K562essential	scGPT	GTF2H3	100	2000	76	76	1
13.941	wasserstein	Replogle_K562essential	scGPT	GTF3C6	100	2000	243	243	1
24.3536	wasserstein	Replogle_K562essential	scGPT	HAUS5	100	2000	160	160	1
20.1759	wasserstein	Replogle_K562essential	scGPT	HCFC1	100	2000	55	55	1
32.2795	wasserstein	Replogle_K562essential	scGPT	HGS	100	2000	99	99	1
21.4343	wasserstein	Replogle_K562essential	scGPT	HIRA	100	2000	341	341	1
17.1494	wasserstein	Replogle_K562essential	scGPT	HNRNPL	100	2000	80	80	1
14.1208	wasserstein	Replogle_K562essential	scGPT	HNRNPR	100	2000	149	149	1
13.8396	wasserstein	Replogle_K562essential	scGPT	HSP90B1	100	2000	114	114	1
14.6882	wasserstein	Replogle_K562essential	scGPT	HUS1	100	2000	201	201	1
33.7626	wasserstein	Replogle_K562essential	scGPT	ICE1	100	2000	429	429	1
27.5875	wasserstein	Replogle_K562essential	scGPT	IK	100	2000	289	289	1
13.5904	wasserstein	Replogle_K562essential	scGPT	IPO7	100	2000	75	75	1
12.0735	wasserstein	Replogle_K562essential	scGPT	IPO11	100	2000	72	72	1
17.6523	wasserstein	Replogle_K562essential	scGPT	ISCA2	100	2000	232	232	1
15.4512	wasserstein	Replogle_K562essential	scGPT	JMJD6	100	2000	193	193	1
17.2238	wasserstein	Replogle_K562essential	scGPT	KIF11	100	2000	974	974	1
31.0248	wasserstein	Replogle_K562essential	scGPT	KIF20A	100	2000	96	96	1
27.6901	wasserstein	Replogle_K562essential	scGPT	KIN	100	2000	160	160	1
32.0505	wasserstein	Replogle_K562essential	scGPT	KRR1	100	2000	449	449	1
14.8299	wasserstein	Replogle_K562essential	scGPT	KXD1	100	2000	101	101	1
26.1654	wasserstein	Replogle_K562essential	scGPT	LETM1	100	2000	124	124	1
15.4355	wasserstein	Replogle_K562essential	scGPT	LRR1	100	2000	122	122	1
24.9251	wasserstein	Replogle_K562essential	scGPT	LSM7	100	2000	140	140	1
11.4432	wasserstein	Replogle_K562essential	scGPT	LSM12	100	2000	63	63	1
29.0482	wasserstein	Replogle_K562essential	scGPT	LTV1	100	2000	318	318	1
29.2308	wasserstein	Replogle_K562essential	scGPT	MAGOH	100	2000	242	242	1
11.2431	wasserstein	Replogle_K562essential	scGPT	MARS2	100	2000	75	75	1
19.7031	wasserstein	Replogle_K562essential	scGPT	MAT2A	100	2000	52	52	1
20.2238	wasserstein	Replogle_K562essential	scGPT	MAU2	100	2000	66	66	1
19.6823	wasserstein	Replogle_K562essential	scGPT	MBTPS2	100	2000	214	214	1
27.0224	wasserstein	Replogle_K562essential	scGPT	MCM2	100	2000	123	123	1
21.5697	wasserstein	Replogle_K562essential	scGPT	MCM5	100	2000	90	90	1
17.9481	wasserstein	Replogle_K562essential	scGPT	MDN1	100	2000	84	84	1
59.1694	wasserstein	Replogle_K562essential	scGPT	MED4	100	2000	66	66	1
53.4221	wasserstein	Replogle_K562essential	scGPT	MED17	100	2000	151	151	1
67.3671	wasserstein	Replogle_K562essential	scGPT	MED30	100	2000	288	288	1
24.2253	wasserstein	Replogle_K562essential	scGPT	METTL3	100	2000	138	138	1
17.5885	wasserstein	Replogle_K562essential	scGPT	METTL17	100	2000	122	122	1
24.8581	wasserstein	Replogle_K562essential	scGPT	MNAT1	100	2000	85	85	1
13.5148	wasserstein	Replogle_K562essential	scGPT	MRPL13	100	2000	87	87	1
12.3474	wasserstein	Replogle_K562essential	scGPT	MRPL16	100	2000	85	85	1
14.5145	wasserstein	Replogle_K562essential	scGPT	MRPL17	100	2000	99	99	1
16.2818	wasserstein	Replogle_K562essential	scGPT	MRPL22	100	2000	96	96	1
20.3879	wasserstein	Replogle_K562essential	scGPT	MRPL24	100	2000	193	193	1
17.2419	wasserstein	Replogle_K562essential	scGPT	MRPL39	100	2000	154	154	1
17.0954	wasserstein	Replogle_K562essential	scGPT	MRPL50	100	2000	171	171	1
16.2031	wasserstein	Replogle_K562essential	scGPT	MRPL54	100	2000	142	142	1
15.8122	wasserstein	Replogle_K562essential	scGPT	MRPL55	100	2000	170	170	1
16.657	wasserstein	Replogle_K562essential	scGPT	MRPS10	100	2000	121	121	1
10.7208	wasserstein	Replogle_K562essential	scGPT	MRPS18B	100	2000	59	59	1
17.137	wasserstein	Replogle_K562essential	scGPT	MRPS24	100	2000	145	145	1
17.7413	wasserstein	Replogle_K562essential	scGPT	MRPS25	100	2000	99	99	1
14.5281	wasserstein	Replogle_K562essential	scGPT	MRPS31	100	2000	107	107	1
11.6272	wasserstein	Replogle_K562essential	scGPT	MRTO4	100	2000	83	83	1
14.545	wasserstein	Replogle_K562essential	scGPT	MSRB1	100	2000	205	205	1
23.3004	wasserstein	Replogle_K562essential	scGPT	MYBBP1A	100	2000	109	109	1
27.1472	wasserstein	Replogle_K562essential	scGPT	MYC	100	2000	74	74	1
11.7245	wasserstein	Replogle_K562essential	scGPT	MZF1	100	2000	128	128	1
17.3024	wasserstein	Replogle_K562essential	scGPT	NAA35	100	2000	193	193	1
11.6802	wasserstein	Replogle_K562essential	scGPT	NDUFA4	100	2000	86	86	1
12.4552	wasserstein	Replogle_K562essential	scGPT	NDUFAF3	100	2000	81	81	1
12.5076	wasserstein	Replogle_K562essential	scGPT	NDUFB6	100	2000	190	190	1
24.6026	wasserstein	Replogle_K562essential	scGPT	NFS1	100	2000	82	82	1
13.7731	wasserstein	Replogle_K562essential	scGPT	NISCH	100	2000	144	144	1
12.3975	wasserstein	Replogle_K562essential	scGPT	NOP9	100	2000	78	78	1
9.7155	wasserstein	Replogle_K562essential	scGPT	NPM3	100	2000	62	62	1
13.8701	wasserstein	Replogle_K562essential	scGPT	NSF	100	2000	165	165	1
22.773	wasserstein	Replogle_K562essential	scGPT	NUBP1	100	2000	152	152	1
43.2991	wasserstein	Replogle_K562essential	scGPT	NUDT21	100	2000	67	67	1
12.9074	wasserstein	Replogle_K562essential	scGPT	NUFIP1	100	2000	63	63	1
20.1194	wasserstein	Replogle_K562essential	scGPT	NVL	100	2000	110	110	1
17.2711	wasserstein	Replogle_K562essential	scGPT	OPA1	100	2000	60	60	1
14.3968	wasserstein	Replogle_K562essential	scGPT	ORC3	100	2000	181	181	1
25.1709	wasserstein	Replogle_K562essential	scGPT	OXA1L	100	2000	344	344	1
35.9763	wasserstein	Replogle_K562essential	scGPT	PABPN1	100	2000	148	148	1
11.3376	wasserstein	Replogle_K562essential	scGPT	PALB2	100	2000	97	97	1
34.0526	wasserstein	Replogle_K562essential	scGPT	PAM16	100	2000	56	56	1
12.0003	wasserstein	Replogle_K562essential	scGPT	PARN	100	2000	123	123	1
38.5189	wasserstein	Replogle_K562essential	scGPT	PCF11	100	2000	499	499	1
14.5606	wasserstein	Replogle_K562essential	scGPT	PDCD6	100	2000	203	203	1
28.0345	wasserstein	Replogle_K562essential	scGPT	PELO	100	2000	286	286	1
12.0662	wasserstein	Replogle_K562essential	scGPT	PEX1	100	2000	53	53	1
12.0665	wasserstein	Replogle_K562essential	scGPT	PFDN5	100	2000	110	110	1
21.4006	wasserstein	Replogle_K562essential	scGPT	PGAM1	100	2000	160	160	1
26.2474	wasserstein	Replogle_K562essential	scGPT	PGD	100	2000	115	115	1
28.3419	wasserstein	Replogle_K562essential	scGPT	PHAX	100	2000	412	412	1
28.624	wasserstein	Replogle_K562essential	scGPT	PMPCA	100	2000	140	140	1
27.933	wasserstein	Replogle_K562essential	scGPT	PNO1	100	2000	134	134	1
49.7083	wasserstein	Replogle_K562essential	scGPT	POLR2C	100	2000	185	185	1
54.1767	wasserstein	Replogle_K562essential	scGPT	POLR2H	100	2000	102	102	1
18.254	wasserstein	Replogle_K562essential	scGPT	POLR3E	100	2000	221	221	1
16.6314	wasserstein	Replogle_K562essential	scGPT	POLRMT	100	2000	214	214	1
25.4052	wasserstein	Replogle_K562essential	scGPT	POP1	100	2000	84	84	1
22.6453	wasserstein	Replogle_K562essential	scGPT	POP5	100	2000	56	56	1
14.5231	wasserstein	Replogle_K562essential	scGPT	PPIA	100	2000	158	158	1
19.2647	wasserstein	Replogle_K562essential	scGPT	PPIH	100	2000	114	114	1
12.8128	wasserstein	Replogle_K562essential	scGPT	PPIL2	100	2000	130	130	1
14.1459	wasserstein	Replogle_K562essential	scGPT	PPP1R12A	100	2000	179	179	1
14.6735	wasserstein	Replogle_K562essential	scGPT	PRMT1	100	2000	58	58	1
40.481	wasserstein	Replogle_K562essential	scGPT	PRPF18	100	2000	268	268	1
34.8019	wasserstein	Replogle_K562essential	scGPT	PRPF19	100	2000	112	112	1
43.4254	wasserstein	Replogle_K562essential	scGPT	PSMB6	100	2000	200	200	1
29.156	wasserstein	Replogle_K562essential	scGPT	PSMD1	100	2000	281	281	1
32.0051	wasserstein	Replogle_K562essential	scGPT	PSMD4	100	2000	352	352	1
10.4666	wasserstein	Replogle_K562essential	scGPT	PSMD9	100	2000	94	94	1
20.8075	wasserstein	Replogle_K562essential	scGPT	PSMG3	100	2000	439	439	1
18.4921	wasserstein	Replogle_K562essential	scGPT	PTMA	100	2000	152	152	1
22.2892	wasserstein	Replogle_K562essential	scGPT	PUF60	100	2000	89	89	1
14.1031	wasserstein	Replogle_K562essential	scGPT	PWP1	100	2000	69	69	1
15.0927	wasserstein	Replogle_K562essential	scGPT	QRSL1	100	2000	126	126	1
15.473	wasserstein	Replogle_K562essential	scGPT	RABGGTB	100	2000	169	169	1
37.9189	wasserstein	Replogle_K562essential	scGPT	RAD21	100	2000	117	117	1
10.5956	wasserstein	Replogle_K562essential	scGPT	RANBP2	100	2000	85	85	1
24.1338	wasserstein	Replogle_K562essential	scGPT	RBBP8	100	2000	117	117	1
17.9072	wasserstein	Replogle_K562essential	scGPT	RBM17	100	2000	76	76	1
22.151	wasserstein	Replogle_K562essential	scGPT	RBM28	100	2000	68	68	1
13.02	wasserstein	Replogle_K562essential	scGPT	REV3L	100	2000	101	101	1
13.5656	wasserstein	Replogle_K562essential	scGPT	RFT1	100	2000	121	121	1
13.8756	wasserstein	Replogle_K562essential	scGPT	RGP1	100	2000	130	130	1
30.3583	wasserstein	Replogle_K562essential	scGPT	RIOK1	100	2000	326	326	1
19.7324	wasserstein	Replogle_K562essential	scGPT	RNGTT	100	2000	115	115	1
22.6863	wasserstein	Replogle_K562essential	scGPT	RNMT	100	2000	114	114	1
43.3169	wasserstein	Replogle_K562essential	scGPT	RPAP2	100	2000	398	398	1
31.7303	wasserstein	Replogle_K562essential	scGPT	RPL8	100	2000	384	384	1
28.8277	wasserstein	Replogle_K562essential	scGPT	RPL9	100	2000	242	242	1
30.2351	wasserstein	Replogle_K562essential	scGPT	RPL23	100	2000	398	398	1
30.9546	wasserstein	Replogle_K562essential	scGPT	RPL36	100	2000	204	204	1
15.9076	wasserstein	Replogle_K562essential	scGPT	RPL36A	100	2000	84	84	1
26.728	wasserstein	Replogle_K562essential	scGPT	RPL38	100	2000	184	184	1
25.8765	wasserstein	Replogle_K562essential	scGPT	RPLP2	100	2000	222	222	1
25.8708	wasserstein	Replogle_K562essential	scGPT	RPS3	100	2000	276	276	1
27.9818	wasserstein	Replogle_K562essential	scGPT	RPS13	100	2000	135	135	1
28.9133	wasserstein	Replogle_K562essential	scGPT	RPS24	100	2000	243	243	1
25.3516	wasserstein	Replogle_K562essential	scGPT	RPS27A	100	2000	97	97	1
22.8378	wasserstein	Replogle_K562essential	scGPT	RPS28	100	2000	309	309	1
10.4403	wasserstein	Replogle_K562essential	scGPT	RPUSD3	100	2000	164	164	1
13.6726	wasserstein	Replogle_K562essential	scGPT	RSRC2	100	2000	98	98	1
14.3696	wasserstein	Replogle_K562essential	scGPT	RTEL1	100	2000	140	140	1
54.6397	wasserstein	Replogle_K562essential	scGPT	RUVBL1	100	2000	211	211	1
26.1917	wasserstein	Replogle_K562essential	scGPT	SAP18	100	2000	57	57	1
28.9966	wasserstein	Replogle_K562essential	scGPT	SCFD1	100	2000	152	152	1
22.3733	wasserstein	Replogle_K562essential	scGPT	SDE2	100	2000	151	151	1
11.3842	wasserstein	Replogle_K562essential	scGPT	SDHA	100	2000	62	62	1
19.4894	wasserstein	Replogle_K562essential	scGPT	SEC13	100	2000	56	56	1
36.9243	wasserstein	Replogle_K562essential	scGPT	SF3A2	100	2000	321	321	1
34.9263	wasserstein	Replogle_K562essential	scGPT	SF3B1	100	2000	165	165	1
37.2144	wasserstein	Replogle_K562essential	scGPT	SF3B4	100	2000	238	238	1
22.9887	wasserstein	Replogle_K562essential	scGPT	SLC39A9	100	2000	752	752	1
60.4677	wasserstein	Replogle_K562essential	scGPT	SLU7	100	2000	225	225	1
13.7074	wasserstein	Replogle_K562essential	scGPT	SMAGP	100	2000	117	117	1
55.4364	wasserstein	Replogle_K562essential	scGPT	SMC1A	100	2000	180	180	1
48.9302	wasserstein	Replogle_K562essential	scGPT	SMU1	100	2000	155	155	1
19.4992	wasserstein	Replogle_K562essential	scGPT	SNAPC5	100	2000	102	102	1
13.7189	wasserstein	Replogle_K562essential	scGPT	SNF8	100	2000	132	132	1
17.3581	wasserstein	Replogle_K562essential	scGPT	SNRNP40	100	2000	210	210	1
35.1382	wasserstein	Replogle_K562essential	scGPT	SNRNP48	100	2000	191	191	1
38.1895	wasserstein	Replogle_K562essential	scGPT	SNRPB	100	2000	269	269	1
48.0158	wasserstein	Replogle_K562essential	scGPT	SNRPD3	100	2000	182	182	1
48.4517	wasserstein	Replogle_K562essential	scGPT	SNRPE	100	2000	184	184	1
25.9523	wasserstein	Replogle_K562essential	scGPT	SNX15	100	2000	637	637	1
16.0045	wasserstein	Replogle_K562essential	scGPT	SOD1	100	2000	165	165	1
22.4292	wasserstein	Replogle_K562essential	scGPT	SPCS3	100	2000	167	167	1
14.5681	wasserstein	Replogle_K562essential	scGPT	SPDL1	100	2000	88	88	1
29.3636	wasserstein	Replogle_K562essential	scGPT	SRBD1	100	2000	150	150	1
11.4688	wasserstein	Replogle_K562essential	scGPT	SRF	100	2000	123	123	1
26.6534	wasserstein	Replogle_K562essential	scGPT	SRFBP1	100	2000	76	76	1
36.4054	wasserstein	Replogle_K562essential	scGPT	SRRT	100	2000	307	307	1
16.913	wasserstein	Replogle_K562essential	scGPT	SSBP1	100	2000	119	119	1
15.0379	wasserstein	Replogle_K562essential	scGPT	SSBP3	100	2000	107	107	1
13.5369	wasserstein	Replogle_K562essential	scGPT	STARD7	100	2000	117	117	1
18.2458	wasserstein	Replogle_K562essential	scGPT	STAT5A	100	2000	204	204	1
19.6099	wasserstein	Replogle_K562essential	scGPT	STX18	100	2000	86	86	1
22.4877	wasserstein	Replogle_K562essential	scGPT	SUGP1	100	2000	149	149	1
21.4722	wasserstein	Replogle_K562essential	scGPT	SUPT4H1	100	2000	74	74	1
80.6487	wasserstein	Replogle_K562essential	scGPT	SUPT6H	100	2000	288	288	1
40.7651	wasserstein	Replogle_K562essential	scGPT	SYMPK	100	2000	89	89	1
17.2956	wasserstein	Replogle_K562essential	scGPT	TAF1B	100	2000	94	94	1
17.9785	wasserstein	Replogle_K562essential	scGPT	TARDBP	100	2000	169	169	1
31.3881	wasserstein	Replogle_K562essential	scGPT	TELO2	100	2000	74	74	1
12.1503	wasserstein	Replogle_K562essential	scGPT	TERF1	100	2000	83	83	1
14.1891	wasserstein	Replogle_K562essential	scGPT	TGS1	100	2000	161	161	1
29.8722	wasserstein	Replogle_K562essential	scGPT	THOC3	100	2000	147	147	1
15.29	wasserstein	Replogle_K562essential	scGPT	TIMM8A	100	2000	162	162	1
29.5691	wasserstein	Replogle_K562essential	scGPT	TIMM13	100	2000	178	178	1
15.9587	wasserstein	Replogle_K562essential	scGPT	TIPIN	100	2000	109	109	1
17.1286	wasserstein	Replogle_K562essential	scGPT	TKT	100	2000	202	202	1
13.386	wasserstein	Replogle_K562essential	scGPT	TMEM199	100	2000	99	99	1
14.8367	wasserstein	Replogle_K562essential	scGPT	TOMM20	100	2000	111	111	1
10.9683	wasserstein	Replogle_K562essential	scGPT	TRAPPC1	100	2000	106	106	1
24.6486	wasserstein	Replogle_K562essential	scGPT	TRMT112	100	2000	201	201	1
23.0198	wasserstein	Replogle_K562essential	scGPT	TRPM7	100	2000	128	128	1
18.4377	wasserstein	Replogle_K562essential	scGPT	TSEN2	100	2000	177	177	1
11.2582	wasserstein	Replogle_K562essential	scGPT	TSEN54	100	2000	52	52	1
19.0941	wasserstein	Replogle_K562essential	scGPT	TSR1	100	2000	188	188	1
21.3657	wasserstein	Replogle_K562essential	scGPT	TTC27	100	2000	89	89	1
24.9808	wasserstein	Replogle_K562essential	scGPT	TUBB	100	2000	107	107	1
11.2213	wasserstein	Replogle_K562essential	scGPT	TUBGCP5	100	2000	72	72	1
19.2244	wasserstein	Replogle_K562essential	scGPT	TUT1	100	2000	208	208	1
25.8179	wasserstein	Replogle_K562essential	scGPT	UBA3	100	2000	95	95	1
16.1985	wasserstein	Replogle_K562essential	scGPT	UBA5	100	2000	102	102	1
32.6057	wasserstein	Replogle_K562essential	scGPT	UBAP1	100	2000	104	104	1
15.6359	wasserstein	Replogle_K562essential	scGPT	UBC	100	2000	107	107	1
16.59	wasserstein	Replogle_K562essential	scGPT	UBE2D3	100	2000	142	142	1
18.9855	wasserstein	Replogle_K562essential	scGPT	UBE2L3	100	2000	201	201	1
13.6579	wasserstein	Replogle_K562essential	scGPT	UBE2M	100	2000	177	177	1
19.0394	wasserstein	Replogle_K562essential	scGPT	UFL1	100	2000	162	162	1
13.686	wasserstein	Replogle_K562essential	scGPT	UNC45A	100	2000	178	178	1
9.4694	wasserstein	Replogle_K562essential	scGPT	UPF3A	100	2000	76	76	1
10.0973	wasserstein	Replogle_K562essential	scGPT	UQCRH	100	2000	68	68	1
20.4073	wasserstein	Replogle_K562essential	scGPT	URB2	100	2000	198	198	1
13.3363	wasserstein	Replogle_K562essential	scGPT	URM1	100	2000	123	123	1
11.9824	wasserstein	Replogle_K562essential	scGPT	UROD	100	2000	201	201	1
15.9084	wasserstein	Replogle_K562essential	scGPT	USP7	100	2000	276	276	1
10.4995	wasserstein	Replogle_K562essential	scGPT	USP8	100	2000	74	74	1
16.387	wasserstein	Replogle_K562essential	scGPT	USP36	100	2000	174	174	1
22.4588	wasserstein	Replogle_K562essential	scGPT	UTP18	100	2000	77	77	1
13.284	wasserstein	Replogle_K562essential	scGPT	VEZT	100	2000	204	204	1
12.0295	wasserstein	Replogle_K562essential	scGPT	VPS37C	100	2000	177	177	1
13.5947	wasserstein	Replogle_K562essential	scGPT	VPS72	100	2000	98	98	1
14.6582	wasserstein	Replogle_K562essential	scGPT	WBP1L	100	2000	199	199	1
9.9381	wasserstein	Replogle_K562essential	scGPT	WDR1	100	2000	102	102	1
27.8396	wasserstein	Replogle_K562essential	scGPT	WDR12	100	2000	213	213	1
18.1121	wasserstein	Replogle_K562essential	scGPT	WDR26	100	2000	226	226	1
30.6159	wasserstein	Replogle_K562essential	scGPT	WDR36	100	2000	285	285	1
14.2501	wasserstein	Replogle_K562essential	scGPT	WDR83OS	100	2000	83	83	1
38.0884	wasserstein	Replogle_K562essential	scGPT	WDTC1	100	2000	112	112	1
20.7019	wasserstein	Replogle_K562essential	scGPT	XPO5	100	2000	221	221	1
14.585	wasserstein	Replogle_K562essential	scGPT	XRCC2	100	2000	157	157	1
25.4706	wasserstein	Replogle_K562essential	scGPT	YEATS2	100	2000	240	240	1
18.2786	wasserstein	Replogle_K562essential	scGPT	YKT6	100	2000	63	63	1
7.4058	wasserstein	Replogle_K562essential	scGPT	ZNF24	100	2000	59	59	1
10.6489	wasserstein	Replogle_K562essential	scGPT	ZNHIT2	100	2000	96	96	1
15.6922	wasserstein	Replogle_K562essential	scGPT	ZRSR2	100	2000	113	113	1
16.9376	wasserstein	Replogle_K562essential	scGPT	ZW10	100	2000	200	200	1
0.0188	mse	Replogle_K562essential	GEARS	ACTR1A	100	2000	143	143	1
0.0071	mse	Replogle_K562essential	GEARS	ACTR1A	5000	2000	143	143	1
0.0509	mse	Replogle_K562essential	GEARS	ACTR8	100	2000	252	252	1
0.0077	mse	Replogle_K562essential	GEARS	ACTR8	5000	2000	252	252	1
0.0174	mse	Replogle_K562essential	GEARS	ADAT2	100	2000	85	85	1
0.01	mse	Replogle_K562essential	GEARS	ADAT2	5000	2000	85	85	1
0.017	mse	Replogle_K562essential	GEARS	AHCTF1	100	2000	290	290	1
0.0052	mse	Replogle_K562essential	GEARS	AHCTF1	5000	2000	290	290	1
0.0472	mse	Replogle_K562essential	GEARS	AHCY	100	2000	147	147	1
0.008	mse	Replogle_K562essential	GEARS	AHCY	5000	2000	147	147	1
0.0174	mse	Replogle_K562essential	GEARS	ANKS6	100	2000	95	95	1
0.0071	mse	Replogle_K562essential	GEARS	ANKS6	5000	2000	95	95	1
0.0176	mse	Replogle_K562essential	GEARS	ANLN	100	2000	96	96	1
0.0072	mse	Replogle_K562essential	GEARS	ANLN	5000	2000	96	96	1
0.0328	mse	Replogle_K562essential	GEARS	ARMC6	100	2000	86	86	1
0.0114	mse	Replogle_K562essential	GEARS	ARMC6	5000	2000	86	86	1
0.0786	mse	Replogle_K562essential	GEARS	ATP1A1	100	2000	84	84	1
0.0102	mse	Replogle_K562essential	GEARS	ATP1A1	5000	2000	84	84	1
0.0265	mse	Replogle_K562essential	GEARS	ATP6V1H	100	2000	84	84	1
0.0073	mse	Replogle_K562essential	GEARS	ATP6V1H	5000	2000	84	84	1
0.022	mse	Replogle_K562essential	GEARS	ATRIP	100	2000	184	184	1
0.0068	mse	Replogle_K562essential	GEARS	ATRIP	5000	2000	184	184	1
0.0107	mse	Replogle_K562essential	GEARS	BCAR1	100	2000	246	246	1
0.0063	mse	Replogle_K562essential	GEARS	BCAR1	5000	2000	246	246	1
0.0332	mse	Replogle_K562essential	GEARS	BORA	100	2000	55	55	1
0.0091	mse	Replogle_K562essential	GEARS	BORA	5000	2000	55	55	1
0.0181	mse	Replogle_K562essential	GEARS	BRD4	100	2000	116	116	1
0.008	mse	Replogle_K562essential	GEARS	BRD4	5000	2000	116	116	1
0.0154	mse	Replogle_K562essential	GEARS	BUB1	100	2000	648	648	1
0.0045	mse	Replogle_K562essential	GEARS	BUB1	5000	2000	648	648	1
0.0179	mse	Replogle_K562essential	GEARS	CAMLG	100	2000	99	99	1
0.0067	mse	Replogle_K562essential	GEARS	CAMLG	5000	2000	99	99	1
0.0335	mse	Replogle_K562essential	GEARS	CCDC59	100	2000	125	125	1
0.0129	mse	Replogle_K562essential	GEARS	CCDC59	5000	2000	125	125	1
0.0485	mse	Replogle_K562essential	GEARS	CCDC174	100	2000	104	104	1
0.0071	mse	Replogle_K562essential	GEARS	CCDC174	5000	2000	104	104	1
0.0619	mse	Replogle_K562essential	GEARS	CCT4	100	2000	251	251	1
0.0087	mse	Replogle_K562essential	GEARS	CCT4	5000	2000	251	251	1
0.0986	mse	Replogle_K562essential	GEARS	CCT7	100	2000	152	152	1
0.0114	mse	Replogle_K562essential	GEARS	CCT7	5000	2000	152	152	1
0.0237	mse	Replogle_K562essential	GEARS	CD2BP2	100	2000	132	132	1
0.0078	mse	Replogle_K562essential	GEARS	CD2BP2	5000	2000	132	132	1
0.0334	mse	Replogle_K562essential	GEARS	CDC7	100	2000	95	95	1
0.0057	mse	Replogle_K562essential	GEARS	CDC7	5000	2000	95	95	1
0.0166	mse	Replogle_K562essential	GEARS	CDC16	100	2000	165	165	1
0.0043	mse	Replogle_K562essential	GEARS	CDC16	5000	2000	165	165	1
0.0099	mse	Replogle_K562essential	GEARS	CDC37	100	2000	174	174	1
0.0049	mse	Replogle_K562essential	GEARS	CDC37	5000	2000	174	174	1
0.0285	mse	Replogle_K562essential	GEARS	CDC40	100	2000	107	107	1
0.014	mse	Replogle_K562essential	GEARS	CDC40	5000	2000	107	107	1
0.0216	mse	Replogle_K562essential	GEARS	CDC45	100	2000	92	92	1
0.0113	mse	Replogle_K562essential	GEARS	CDC45	5000	2000	92	92	1
0.0222	mse	Replogle_K562essential	GEARS	CDC123	100	2000	112	112	1
